player_id,player_fullname,age,birth_date,birth_place,nationality,height_cm,weight_kg,player_photo,club,league,position,minutes,rating,shots,goals,assists,passes,key_passes,tackles,blocks,interceptions,duels,duels_won,dribbles_attempted,dribbles_success,fouls_drawn,fouls_committed,team_logo,league_logo,goals_p90,assists_p90
20634,Alexis Claude-Maurice,27.0,1998-06-06,Noisy-le-Grand,France,174,62,https://media.api-sports.io/football/players/20634.png,FC Augsburg,Bundesliga,Midfielder,644,6.5,9.68,3.41,3.3,3.94,2.76,2.52,5.16,2.59,7.59,6.5,7.46,7.16,8.22,3.18,https://media.api-sports.io/football/teams/170.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
25313,Jan-Niklas Beste,26.0,1999-01-04,Hamm,Germany,175,66,https://media.api-sports.io/football/players/25313.png,SC Freiburg,Bundesliga,Midfielder,830,6.52,7.63,3.41,7.43,1.27,8.75,6.41,2.18,5.33,6.19,5.4,7.04,5.53,8.19,6.53,https://media.api-sports.io/football/teams/160.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.10843373493975905
25389,Ihlas Bebou,31.0,1994-04-23,Sokodé,Togo,185,80,https://media.api-sports.io/football/players/25389.png,1899 Hoffenheim,Bundesliga,Attacker,123,6.57,8.1,2.6,3.37,3.98,7.24,1.05,9.73,8.21,1.65,1.5,3.54,7.52,5.43,5.1,https://media.api-sports.io/football/teams/167.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
26530,Stefan Schimmer,31.0,1994-04-28,Wertingen,Germany,185,87,https://media.api-sports.io/football/players/26530.png,1. FC Heidenheim,Bundesliga,Attacker,336,6.96,9.56,9.83,8.61,3.57,8.91,3.42,3.3,8.5,4.73,6.12,1.46,2.41,3.89,4.42,https://media.api-sports.io/football/teams/180.png,https://media.api-sports.io/football/leagues/78.png,1.0714285714285714,0.26785714285714285
39071,Victor Okoh Boniface,25.0,2000-12-23,Akure,Nigeria,189,91,https://media.api-sports.io/football/players/39071.png,Werder Bremen,Bundesliga,Attacker,325,6.68,9.35,2.6,9.63,7.89,8.67,3.67,3.3,2.21,6.56,8.33,8.06,7.41,6.26,8.64,https://media.api-sports.io/football/teams/162.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.5538461538461539
48642,Cameron Mitchel Puertas Castro,27.0,1998-08-18,Lausanne,Spain,178,74,https://media.api-sports.io/football/players/48642.png,Werder Bremen,Bundesliga,Midfielder,699,6.53,8.53,3.41,3.3,4.03,4.03,8.73,4.96,4.67,7.73,6.63,6.6,3.96,6.72,3.23,https://media.api-sports.io/football/teams/162.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
163022,Patrick Osterhage,25.0,2000-02-01,Göttingen,Germany,184,75,https://media.api-sports.io/football/players/163022.png,SC Freiburg,Bundesliga,Midfielder,584,6.82,3.84,8.19,3.3,5.84,4.65,1.87,9.73,9.21,3.28,2.35,5.67,5.35,5.4,4.99,https://media.api-sports.io/football/teams/160.png,https://media.api-sports.io/football/leagues/78.png,0.1541095890410959,0.0
178709,Yannik Engelhardt,24.0,2001-02-07,,Germany,184,74,https://media.api-sports.io/football/players/178709.png,Borussia Mönchengladbach,Bundesliga,Midfielder,982,6.96,4.3,7.56,7.2,6.89,2.54,6.5,8.22,5.87,3.5,5.55,1.12,2.25,5.99,5.82,https://media.api-sports.io/football/teams/163.png,https://media.api-sports.io/football/leagues/78.png,0.09164969450101833,0.09164969450101833
199931,William Bøving Wick,22.0,2003-03-01,København,Denmark,176,69,https://media.api-sports.io/football/players/199931.png,FSV Mainz 05,Bundesliga,Attacker,182,6.65,1.85,2.6,9.42,4.18,5.17,8.47,9.39,7.33,1.05,1.63,1.39,3.61,2.21,7.02,https://media.api-sports.io/football/teams/164.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.4945054945054945
334879,Badredine Bouanani,21.0,2004-12-08,,Algeria,177,68,https://media.api-sports.io/football/players/334879.png,VfB Stuttgart,Bundesliga,Midfielder,335,6.57,9.24,3.41,3.3,4.38,6.28,1.22,2.18,7.21,2.74,1.98,8.17,6.48,6.47,8.8,https://media.api-sports.io/football/teams/172.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
376,Diogo Filipe Monteiro Pinto Leite,26.0,1999-01-23,Porto,Portugal,188,70,https://media.api-sports.io/football/players/376.png,Union Berlin,Bundesliga,Defender,870,6.73,3.86,3.94,3.99,2.79,3.88,4.04,5.43,7.91,6.97,6.63,5.84,5.79,8.12,2.3,https://media.api-sports.io/football/teams/182.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
8641,Alessio Daniel Castro-Montes,28.0,1997-05-17,Sint-Truiden,Belgium,175,67,https://media.api-sports.io/football/players/8641.png,1. FC Köln,Bundesliga,Midfielder,90,6.58,0.92,3.41,3.3,9.68,6.04,6.17,2.18,1.06,9.1,9.43,0.53,1.11,8.37,0.46,https://media.api-sports.io/football/teams/192.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
8651,Samuel Emmanuel Essende Mbongu,27.0,1998-01-23,Montfermeil,France,192,88,https://media.api-sports.io/football/players/8651.png,FC Augsburg,Bundesliga,Attacker,324,6.43,8.71,6.84,3.37,3.37,4.42,2.28,3.3,2.21,9.63,8.37,3.4,5.29,8.67,0.54,https://media.api-sports.io/football/teams/170.png,https://media.api-sports.io/football/leagues/78.png,0.2777777777777778,0.0
26237,Dominique Heintz,32.0,1993-08-15,Neustadt an der Weinstraße,Germany,188,89,https://media.api-sports.io/football/players/26237.png,1. FC Köln,Bundesliga,Defender,291,6.63,1.41,3.94,3.99,7.0,5.05,2.02,7.99,8.29,4.66,7.36,5.82,7.96,7.84,7.66,https://media.api-sports.io/football/teams/192.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
290545,Jenson Seelt,22.0,2003-05-23,Ede,Netherlands,192,84,https://media.api-sports.io/football/players/290545.png,VfL Wolfsburg,Bundesliga,Defender,606,6.8,4.98,3.94,3.99,5.62,1.39,4.3,7.0,3.56,5.53,6.13,4.83,5.67,6.17,7.81,https://media.api-sports.io/football/teams/161.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
334914,Saël Kumbedi Nseke,20.0,2005-03-26,Stains,France,175,67,https://media.api-sports.io/football/players/334914.png,VfL Wolfsburg,Bundesliga,Defender,597,6.41,1.41,3.94,9.95,3.1,8.05,5.19,2.93,6.51,6.9,3.85,9.06,9.04,6.23,3.87,https://media.api-sports.io/football/teams/161.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.6030150753768845
343316,Jeanuël Belocian,20.0,2005-02-17,Les Abymes,France,186,73,https://media.api-sports.io/football/players/343316.png,Bayer Leverkusen,Bundesliga,Defender,157,6.76,7.72,3.94,3.99,9.01,6.75,0.48,1.25,0.75,0.96,1.01,5.55,7.74,8.97,7.93,https://media.api-sports.io/football/teams/168.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
362564,Adam Daghim,20.0,2005-09-28,Vanløse,Denmark,189,80,https://media.api-sports.io/football/players/362564.png,VfL Wolfsburg,Bundesliga,Attacker,554,6.68,3.54,7.24,3.37,6.77,2.31,7.62,7.89,9.25,3.37,4.29,5.1,2.7,5.37,5.65,https://media.api-sports.io/football/teams/161.png,https://media.api-sports.io/football/leagues/78.png,0.3249097472924188,0.0
383665,Tidiam Gomis,19.0,2006-08-08,Meulan,France,182,71,https://media.api-sports.io/football/players/383665.png,RB Leipzig,Bundesliga,Attacker,101,6.52,2.69,9.69,3.37,8.06,1.12,5.14,9.76,2.21,1.19,1.29,7.76,1.09,0.83,9.39,https://media.api-sports.io/football/teams/173.png,https://media.api-sports.io/football/leagues/78.png,0.8910891089108911,0.0
412705,Charles Herrmann,19.0,2006-01-21,,Germany,180,73,https://media.api-sports.io/football/players/412705.png,Borussia Mönchengladbach,Bundesliga,Midfielder,10,6.9,0.92,3.41,10.0,2.13,10.0,0.48,2.18,9.98,9.45,0.26,9.84,1.11,0.76,0.1,https://media.api-sports.io/football/teams/163.png,https://media.api-sports.io/football/leagues/78.png,0.0,9.0
663,Martin Albert Frédéric Terrier,28.0,1997-03-04,Armentières,France,184,71,https://media.api-sports.io/football/players/663.png,Bayer Leverkusen,Bundesliga,Attacker,205,6.86,4.32,9.66,3.37,8.54,9.01,8.67,3.3,2.21,2.38,5.41,5.31,3.27,6.5,9.39,https://media.api-sports.io/football/teams/168.png,https://media.api-sports.io/football/leagues/78.png,0.8780487804878049,0.0
25011,Amos Pieper,27.0,1998-01-17,Lüdinghausen,Germany,192,86,https://media.api-sports.io/football/players/25011.png,Werder Bremen,Bundesliga,Defender,675,7.13,8.23,3.94,3.99,9.06,3.22,6.0,8.52,9.33,5.43,7.81,1.19,1.68,4.83,7.45,https://media.api-sports.io/football/teams/162.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
90829,Daniel Batz,34.0,1991-01-12,Erlangen,Germany,191,87,https://media.api-sports.io/football/players/90829.png,FSV Mainz 05,Bundesliga,Goalkeeper,180,8.1,5.0,5.06,4.94,8.33,3.85,4.1,5.06,4.49,0.64,0.83,4.17,4.23,2.24,5.77,https://media.api-sports.io/football/teams/164.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
125723,Thomas Leon Keller,26.0,1999-08-05,München,Germany,186,80,https://media.api-sports.io/football/players/125723.png,1. FC Heidenheim,Bundesliga,Midfielder,191,6.58,3.91,3.41,3.3,8.88,0.84,1.12,2.18,1.06,1.25,3.01,1.96,4.52,4.52,4.16,https://media.api-sports.io/football/teams/180.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
178106,Marvin Pieringer,26.0,1999-10-04,Bad Urach,Germany,191,81,https://media.api-sports.io/football/players/178106.png,1. FC Heidenheim,Bundesliga,Attacker,419,6.73,5.17,6.16,3.37,5.99,6.58,8.44,8.3,8.71,8.16,9.25,3.67,6.39,7.52,1.53,https://media.api-sports.io/football/teams/180.png,https://media.api-sports.io/football/leagues/78.png,0.21479713603818618,0.0
202919,Maximilian Rosenfelder,22.0,2003-02-10,Freiburg im Breisgau,Germany,186,76,https://media.api-sports.io/football/players/202919.png,SC Freiburg,Bundesliga,Defender,243,6.5,1.41,3.94,3.99,5.75,1.39,2.88,4.31,3.51,1.56,1.18,4.25,1.68,5.36,8.65,https://media.api-sports.io/football/teams/160.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
428913,Jan Urbich,21.0,2004-06-23,,Germany,,,https://media.api-sports.io/football/players/428913.png,Borussia Mönchengladbach,Bundesliga,Attacker,40,6.37,0.8,2.6,3.37,4.13,9.18,1.05,3.3,2.21,9.22,9.69,9.56,8.86,9.71,2.36,https://media.api-sports.io/football/teams/163.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
138873,Ricky-Jade Jones,23.0,2001-06-24,Peterborough,England,183,69,https://media.api-sports.io/football/players/138873.png,FC St. Pauli,Bundesliga,Attacker,35,7.1,8.84,9.93,3.37,1.9,1.12,1.05,3.3,2.21,9.66,9.8,0.65,1.09,9.86,9.39,https://media.api-sports.io/football/teams/186.png,https://media.api-sports.io/football/leagues/78.png,2.571428571428571,0.0
162771,Ngankam Jessic Gaïtan Ngankam,25.0,2000-07-20,Berlin,Germany,184,84,https://media.api-sports.io/football/players/162771.png,Eintracht Frankfurt,Bundesliga,Attacker,53,6.3,0.8,2.6,3.37,4.32,1.12,1.05,9.86,2.21,9.29,5.15,4.22,8.2,9.15,0.34,https://media.api-sports.io/football/teams/169.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
277421,Fabio Moreno Fell,23.0,2000-06-04,,Germany,,,https://media.api-sports.io/football/players/277421.png,FSV Mainz 05,Bundesliga,Attacker,77,6.3,3.76,2.6,3.37,6.63,1.12,1.05,3.3,2.21,2.04,1.04,2.99,6.8,0.83,9.39,https://media.api-sports.io/football/teams/164.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
430354,Livan Burcu,21.0,2004-09-28,,Germany,178,68,https://media.api-sports.io/football/players/430354.png,Union Berlin,Bundesliga,Attacker,12,6.9,0.8,2.6,3.37,10.0,1.12,1.05,3.3,2.21,1.09,8.21,9.76,10.0,0.83,9.39,https://media.api-sports.io/football/teams/182.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
442546,Kacper Potulski,18.0,2007-10-19,,Poland,195,85,https://media.api-sports.io/football/players/442546.png,FSV Mainz 05,Bundesliga,Defender,180,6.95,7.25,9.86,3.99,0.38,1.39,2.3,9.95,9.8,2.4,1.48,1.19,1.68,0.84,8.26,https://media.api-sports.io/football/teams/164.png,https://media.api-sports.io/football/leagues/78.png,0.5,0.0
444960,Jan Bürger,18.0,2007-03-10,Keine Angabe,Germany,180 cm,,https://media.api-sports.io/football/players/444960.png,VfL Wolfsburg,Bundesliga,Defender,57,6.6,1.41,3.94,3.99,0.24,1.39,9.23,9.74,0.75,6.55,1.61,8.29,1.68,0.84,0.36,https://media.api-sports.io/football/teams/161.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
24880,Bakery Jatta,27.0,1998-06-06,Gunjur,Gambia,184,79,https://media.api-sports.io/football/players/24880.png,Hamburger SV,Bundesliga,Midfielder,95,7,6.81,3.41,3.3,3.25,5.65,8.34,2.18,1.06,1.32,7.04,6.53,9.14,4.55,9.44,https://media.api-sports.io/football/teams/175.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
127631,Valentin André Stanislas Gendrey,25.0,2000-06-21,,France,179,75,https://media.api-sports.io/football/players/127631.png,1899 Hoffenheim,Bundesliga,Defender,8,6.3,1.41,3.94,3.99,0.18,1.39,0.48,1.25,0.75,9.93,0.25,1.19,1.68,0.84,0.04,https://media.api-sports.io/football/teams/167.png,https://media.api-sports.io/football/leagues/78.png,0.0,0.0
215,Sebastiano Esposito,23.0,2002-07-02,Castellammare di Stabia,Italy,186,76,https://media.api-sports.io/football/players/215.png,Inter,Serie A,Attacker,261,6.750000,6.22,2.6,3.37,7.48,9.42,9.49,9.15,9.08,7.18,8.03,4.35,6.24,8.06,1.21,https://media.api-sports.io/football/teams/505.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
30780,Luca Mazzitelli,30.0,1995-11-15,Roma,Italy,184,76,https://media.api-sports.io/football/players/30780.png,Como,Serie A,Midfielder,38,6.800000,0.92,3.41,3.3,3.47,9.51,0.48,2.18,1.06,4.47,5.1,0.53,1.11,8.97,1.5,https://media.api-sports.io/football/teams/895.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
264472,Filippo Terracciano,22.0,2003-02-08,Verona,Italy,180,68,https://media.api-sports.io/football/players/264472.png,AC Milan,Serie A,Defender,360,7.200000,4.35,9.54,3.99,8.58,4.52,2.3,8.29,8.1,1.05,5.02,5.19,7.25,7.86,8.87,https://media.api-sports.io/football/teams/489.png,https://media.api-sports.io/football/leagues/135.png,0.25,0.0
266813,Warren Pierre Bondo,22.0,2003-09-15,Evry,France,177,63,https://media.api-sports.io/football/players/266813.png,AC Milan,Serie A,Midfielder,250,7.075000,0.92,3.41,3.3,6.97,0.84,8.9,7.58,5.12,5.7,8.68,5.43,7.6,8.7,7.87,https://media.api-sports.io/football/teams/489.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
6010,Lucas Beltrán,24.0,2001-03-29,Córdoba,Argentina,174,75,https://media.api-sports.io/football/players/6010.png,Fiorentina,Serie A,Midfielder,0,,0.92,3.41,3.3,0.09,0.84,0.48,2.18,1.06,0.11,0.26,0.53,1.11,0.76,9.44,https://media.api-sports.io/football/teams/502.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
263481,Lorenzo Colombo,23.0,2002-03-08,Vimercate,Italy,186,74,https://media.api-sports.io/football/players/263481.png,AC Milan,Serie A,Attacker,285,6.050000,5.48,2.6,3.37,2.11,1.12,5.46,8.98,2.21,8.98,6.26,2.38,2.59,4.66,1.16,https://media.api-sports.io/football/teams/489.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
31507,Riccardo Sottil,26.0,1999-06-03,Torino,Italy,180,75,https://media.api-sports.io/football/players/31507.png,Fiorentina,Serie A,Attacker,179,6.625000,1.92,2.6,9.49,6.6,5.26,1.05,3.3,2.21,5.14,4.49,9.12,6.12,9.35,6.96,https://media.api-sports.io/football/teams/502.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.5027932960893855
319919,Oussama El Azzouzi,24.0,2001-05-29,Veenendaal,Morocco,189,82,https://media.api-sports.io/football/players/319919.png,Bologna,Serie A,Midfielder,0,,0.92,3.41,3.3,0.09,0.84,0.48,2.18,1.06,0.11,0.26,0.53,1.11,0.76,9.44,https://media.api-sports.io/football/teams/500.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
408635,Ebenezer Akinsanmiro,21.0,2004-11-25,Lagos,Nigeria,184,70,https://media.api-sports.io/football/players/408635.png,Inter,Serie A,Midfielder,119,7.050000,5.75,3.41,3.3,6.21,7.97,8.61,2.18,1.06,4.87,7.58,7.53,8.68,0.76,3.86,https://media.api-sports.io/football/teams/505.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
436260,Francesco Camarda,17.0,2008-03-10,Milano,Italy,184,77,https://media.api-sports.io/football/players/436260.png,AC Milan,Serie A,Attacker,164,6.375000,2.04,2.6,3.37,0.68,1.12,1.05,3.3,2.21,1.65,2.07,4.01,6.46,4.01,6.56,https://media.api-sports.io/football/teams/489.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
178709,Yannik Engelhardt,24.0,2001-02-07,,Germany,184,74,https://media.api-sports.io/football/players/178709.png,Como,Serie A,Midfielder,0,,0.92,3.41,3.3,0.09,0.84,0.48,2.18,1.06,0.11,0.26,0.53,1.11,0.76,9.44,https://media.api-sports.io/football/teams/895.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
181806,Nicolò Savona,22.0,2003-03-19,Aosta,Italy,192,80,https://media.api-sports.io/football/players/181806.png,Juventus,Serie A,Defender,0,,1.41,3.94,3.99,0.05,1.39,0.48,1.25,0.75,0.11,0.25,1.19,1.68,0.84,9.48,https://media.api-sports.io/football/teams/496.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
30417,Marco Carnesecchi,25.0,2000-07-01,Rimini,Italy,191,83,https://media.api-sports.io/football/players/30417.png,Atalanta,Serie A,Goalkeeper,1350,7.04,5.0,5.06,4.94,6.15,3.85,4.1,5.06,4.49,6.41,6.86,8.85,8.97,5.9,1.15,https://media.api-sports.io/football/teams/499.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
434410,Idrissa Gueye,21.0,2003-09-16,Dakar,Senegal,174,66,https://media.api-sports.io/football/players/434410.png,Udinese,Serie A,Attacker,14,6.3,0.8,2.6,3.37,1.09,1.12,1.05,3.3,2.21,0.14,0.26,0.65,1.09,0.83,0.0,https://media.api-sports.io/football/teams/494.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
20959,Mattéo Tramoni,25.0,2000-01-20,Ajaccio,France,175,72,https://media.api-sports.io/football/players/20959.png,Pisa,Serie A,Attacker,647,6.54,4.52,2.6,7.41,3.5,7.52,7.48,3.3,7.55,1.22,1.46,4.46,2.48,2.41,5.34,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.1391035548686244
30469,Arturo Calabresi,29.0,1996-03-17,Roma,Italy,186,75,https://media.api-sports.io/football/players/30469.png,Pisa,Serie A,Defender,487,6.69,5.99,3.94,3.99,2.04,1.39,3.58,3.15,3.49,6.73,4.23,6.71,4.47,9.18,2.55,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
30733,Adrian Šemper,27.0,1998-01-12,Zagreb,Croatia,194,89,https://media.api-sports.io/football/players/30733.png,Pisa,Serie A,Goalkeeper,1170,7.06,5.0,5.06,4.94,4.36,3.85,4.1,5.06,4.49,5.0,4.1,4.17,4.23,6.67,5.77,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
31560,Stefano Moreo,32.0,1993-06-30,Milan,Italy,191,86,https://media.api-sports.io/football/players/31560.png,Pisa,Serie A,Attacker,604,6.74,5.65,6.97,7.62,4.56,4.66,3.91,9.63,6.94,3.91,7.24,2.59,4.17,3.81,7.24,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.2980132450331126,0.1490066225165563
31604,Antonio Aldo Caracciolo,35.0,1990-06-30,Tempio Pausania,Italy,185,83,https://media.api-sports.io/football/players/31604.png,Pisa,Serie A,Defender,1341,6.72,7.04,3.94,3.99,3.75,1.39,6.73,8.61,8.03,4.23,4.18,4.06,3.46,2.69,4.64,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
56293,Idrissa Touré,27.0,1998-04-29,Berlin,Germany,188,76,https://media.api-sports.io/football/players/56293.png,Pisa,Serie A,Midfielder,1092,6.87,7.78,7.36,3.3,1.59,6.92,3.59,4.57,8.22,8.75,9.27,3.77,4.18,5.82,6.85,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.08241758241758242,0.0
91503,Simone Canestrelli,25.0,2000-09-11,Montepulciano,Italy,192,85,https://media.api-sports.io/football/players/91503.png,Pisa,Serie A,Defender,1350,6.82,3.79,3.94,3.99,3.49,5.24,3.37,7.33,2.26,3.85,5.24,3.17,3.43,2.33,7.45,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
264857,Lorenzo Bernasconi,22.0,2003-11-16,Crema,Italy,190,72,https://media.api-sports.io/football/players/264857.png,Atalanta,Serie A,Defender,325,6.94,4.64,3.94,3.99,5.29,9.52,8.65,5.75,7.45,1.78,1.92,5.48,5.46,0.84,6.32,https://media.api-sports.io/football/teams/499.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
302069,Samuele Angori,22.0,2003-10-07,,Italy,186,77,https://media.api-sports.io/football/players/302069.png,Pisa,Serie A,Midfielder,675,6.83,1.96,3.41,7.82,1.15,7.29,6.63,6.7,4.06,2.44,5.23,1.71,2.4,8.37,8.66,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.13333333333333333
331678,Henrik Wendel Meister,22.0,2003-11-17,,Denmark,192,83,https://media.api-sports.io/football/players/331678.png,Pisa,Serie A,Attacker,788,6.42,2.45,5.41,3.37,0.31,1.12,2.11,3.3,2.21,3.5,2.79,5.48,5.58,3.74,4.52,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.11421319796954314,0.0
453906,Honest Ahanor,17.0,2008-02-23,,Italy,184,79,https://media.api-sports.io/football/players/453906.png,Atalanta,Serie A,Defender,552,6.63,8.16,3.94,3.99,7.12,1.39,7.09,6.29,7.04,5.75,7.55,5.97,4.33,9.06,7.58,https://media.api-sports.io/football/teams/499.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
485960,Daniel Denoon,21.0,2004-01-28,Winterthur,Switzerland,187,85,https://media.api-sports.io/football/players/485960.png,Pisa,Serie A,Defender,123,6.6,1.41,3.94,3.99,0.6,1.39,7.49,1.25,3.41,6.66,4.64,1.19,1.68,9.52,0.53,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
200,Gabriele Zappa,26.0,1999-12-22,Monza,Italy,180,78,https://media.api-sports.io/football/players/200.png,Cagliari,Serie A,Defender,913,6.66,3.75,3.94,8.7,6.47,5.72,5.62,2.57,5.75,2.26,2.4,5.62,5.62,3.63,5.38,https://media.api-sports.io/football/teams/490.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.09857612267250822
319,Sebastiano Luperto,29.0,1996-09-06,Lecce,Italy,191,75,https://media.api-sports.io/football/players/319.png,Cagliari,Serie A,Defender,1077,6.73,3.46,8.49,3.99,4.83,2.98,1.68,5.31,5.07,0.6,0.91,1.19,1.68,5.94,5.22,https://media.api-sports.io/football/teams/490.png,https://media.api-sports.io/football/leagues/135.png,0.08356545961002786,0.0
325,Gianluca Gaetano,25.0,2000-05-05,Cimitile,Italy,183,71,https://media.api-sports.io/football/players/325.png,Cagliari,Serie A,Midfielder,460,6.69,9.66,9.49,8.61,7.07,6.7,1.99,2.18,6.8,6.21,4.52,7.26,6.38,7.73,2.76,https://media.api-sports.io/football/teams/490.png,https://media.api-sports.io/football/leagues/135.png,0.391304347826087,0.1956521739130435
15723,Malthe Højholt,24.0,2001-04-16,Hjørring,Denmark,182,65,https://media.api-sports.io/football/players/15723.png,Pisa,Serie A,Midfielder,105,6.47,0.92,3.41,3.3,4.87,0.84,7.63,2.18,9.27,5.44,4.13,0.53,1.11,0.76,2.98,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
30505,Michel Ndary Adopo,25.0,2000-07-19,Villeneuve-Saint-Georges,France,187,76,https://media.api-sports.io/football/players/30505.png,Cagliari,Serie A,Midfielder,1135,6.5,3.96,3.41,6.92,3.01,5.21,2.47,5.33,6.16,2.0,1.49,4.5,4.55,2.47,5.65,https://media.api-sports.io/football/teams/490.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.07929515418502203
30561,Alessandro Deiola,30.0,1995-08-01,San Gavino Monreale,Italy,189,85,https://media.api-sports.io/football/players/30561.png,Cagliari,Serie A,Midfielder,781,6.82,3.81,3.41,7.56,6.09,2.98,7.82,9.22,5.65,3.84,4.82,1.91,2.84,4.43,2.52,https://media.api-sports.io/football/teams/490.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.11523687580025607
30731,Elia Caprile,24.0,2001-08-25,Verona,Italy,191,74,https://media.api-sports.io/football/players/30731.png,Cagliari,Serie A,Goalkeeper,1350,7.32,5.0,5.06,4.94,3.21,8.53,4.1,5.06,4.49,8.59,8.59,4.17,4.23,9.49,5.77,https://media.api-sports.io/football/teams/490.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
30753,Mehdi Pascal Marcel Léris,27.0,1998-05-23,Mont de Marsan,Algeria,186,83,https://media.api-sports.io/football/players/30753.png,Pisa,Serie A,Midfielder,704,6.97,5.06,3.41,7.7,2.22,8.04,9.0,9.45,8.04,4.76,8.17,5.27,3.94,5.77,6.87,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.1278409090909091
31499,Gennaro Borrelli,25.0,2000-03-10,Campobasso,Italy,194,,https://media.api-sports.io/football/players/31499.png,Cagliari,Serie A,Attacker,788,6.74,4.05,7.38,3.37,2.14,3.71,6.94,7.24,5.24,8.61,8.98,2.11,2.24,9.22,0.78,https://media.api-sports.io/football/teams/490.png,https://media.api-sports.io/football/leagues/135.png,0.34263959390862947,0.0
50054,Simone Scuffet,29.0,1996-05-31,Udine,Italy,193,77,https://media.api-sports.io/football/players/50054.png,Pisa,Serie A,Goalkeeper,180,6.9,5.0,5.06,4.94,6.79,3.85,4.1,5.06,4.49,4.49,5.32,4.17,4.23,2.24,5.77,https://media.api-sports.io/football/teams/801.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
309388,Matteo Prati,22.0,2003-12-28,Ravenna,Italy,183,73,https://media.api-sports.io/football/players/309388.png,Cagliari,Serie A,Midfielder,972,6.63,6.21,3.41,3.3,4.4,3.5,4.28,7.76,7.36,0.44,1.08,1.3,2.27,1.74,5.16,https://media.api-sports.io/football/teams/490.png,https://media.api-sports.io/football/leagues/135.png,0.0,0.0
